Date ,Daily Mean Cloud Quantity (%),Daily Mean Relative Humidity (%),Daily Mean Temperature (°C),Daily Range of Temperature (°C),Daily Mean Wind Speed (km/h),Daily Total Rainfall (mm),Typhoon (Y/N)
10/6/2006,63,77,26.3,4.1,7.2,Trace,No
10/7/2006,16,71,26.2,4.8,7,0,No
10/8/2006,60,79,26.3,4,11.6,0,No
10/9/2006,84,83,25.2,2.1,9.4,0.6,No
10/10/2006,64,77,26.2,4.9,9.5,0,No
10/11/2006,73,78,26.8,5.1,8.5,0,No
10/12/2006,34,77,26.7,4.5,13.7,0,No
10/13/2006,56,77,26.8,4.8,11.5,0,No
10/14/2006,84,82,26.4,2.9,6.5,5.3,No
10/15/2006,88,84,26.6,3.1,9.7,10.7,No
10/16/2006,85,85,25.9,4.2,14.6,7.1,No
10/17/2006,84,82,26.4,3.3,13.3,0,No
10/18/2006,65,80,26.5,3.6,13.6,0,No
10/19/2006,79,78,26.1,2.4,13,0,No
10/20/2006,51,77,26.4,4.6,8.8,0,No
10/21/2006,49,79,26.4,3.8,12.7,0,No
10/22/2006,36,79,26.5,5.1,10.1,0,No
10/23/2006,56,79,27.3,5.7,8.4,Trace,No
10/24/2006,86,79,26.4,3.7,20,1.9,No
10/25/2006,84,77,26.3,3.5,16.2,Trace,No
10/26/2006,72,73,26,4.2,13.6,0,No
10/27/2006,65,70,25.4,5.4,12.8,Trace,Yes
10/28/2006,54,68,26.1,5.8,10.6,Trace,Yes
10/29/2006,40,72,26.2,6.1,9.2,Trace,Yes
10/30/2006,44,71,25.9,5.9,8.2,0.5,Yes
10/31/2006,74,63,25.7,5,12.8,Trace,Yes
11/1/2006,81,47,25,3.6,22,0,Yes
11/2/2006,79,56,23.6,3.8,16.7,0,Yes
11/3/2006,73,66,23,5,12.6,Trace,Yes
11/4/2006,10,67,23.9,6.7,11,0,Yes
11/5/2006,10,69,24.2,6,13.3,0,Yes
11/6/2006,12,58,24.9,6.3,5.5,0,Yes
11/7/2006,18,61,23.8,5.1,15.7,0,No
11/8/2006,26,68,23.6,4.7,18.2,0,No
11/9/2006,15,75,24.2,5.1,11.3,0,No
11/10/2006,16,75,25,5.6,6.1,0,No
11/11/2006,18,60,26,5.6,9.8,0,No
11/12/2006,27,57,23.3,4.5,17.2,0,No
11/13/2006,80,74,23,4,12.5,Trace,No
11/14/2006,88,77,24.5,3.2,11.2,0.3,No
11/15/2006,95,84,22,3.6,22.5,9.2,No
11/16/2006,89,85,22.5,4.3,18.3,Trace,No
11/17/2006,80,84,23.6,2.9,16.8,0,No
11/18/2006,79,90,23.9,3.1,11,1.6,No
11/19/2006,86,86,24.1,2.3,4.4,Trace,No
11/20/2006,85,82,23.6,3.1,11.7,Trace,No
11/21/2006,95,90,22,4,13.7,66.5,No
11/22/2006,95,94,20.7,2.5,5.5,9.7,No
11/23/2006,80,83,22.1,3.5,4,3,No
11/24/2006,88,83,22.5,2.2,17.4,0,No
11/25/2006,89,91,22.8,1.1,13,Trace,No
11/26/2006,76,88,24.1,3.2,6.5,1.2,No
11/27/2006,83,90,23.5,3.4,5.1,7,No
11/28/2006,88,80,20.7,3.7,10.1,1.1,No
11/29/2006,96,84,21.1,1.9,13.2,Trace,No
11/30/2006,82,78,20.6,3.5,8.7,0,No
12/1/2006,64,68,19.1,4.9,9.5,0,No
12/2/2006,42,71,18.5,5.4,9.7,0,No
12/3/2006,66,73,19.1,4,11.4,0,No
12/4/2006,60,73,19.2,4.3,15.7,0,No
12/5/2006,67,78,20.2,5.6,10.9,0,No
12/6/2006,69,80,20.9,2.8,20.8,0,No
12/7/2006,56,83,22.4,4.9,10.1,0.3,No
12/8/2006,24,81,22.8,4.1,12.4,0,No
12/9/2006,88,77,21.2,3.2,9.8,0,No
12/10/2006,87,71,18.9,2.9,9.8,0,No
12/11/2006,79,72,19.7,4,7.4,Trace,No
12/12/2006,83,73,21.6,4.1,7.4,Trace,No
12/13/2006,88,87,20,4.6,9.3,13,No
12/14/2006,88,89,16.8,2.7,11.5,5.8,No
12/15/2006,94,92,15.7,2,5.3,9.3,No
12/16/2006,68,60,15.8,2.9,13.1,1.5,No
12/17/2006,3,41,14.9,4.7,14.6,0,No
12/18/2006,18,54,14.8,5.6,13,0,No
12/19/2006,16,60,16.1,5.8,12,Trace,No
12/20/2006,10,58,17.3,5.1,9.1,0,No
12/21/2006,4,56,17,5.2,9.3,0,No
12/22/2006,6,55,17.2,5.4,6.8,0,No
12/23/2006,40,69,17,4.2,16.3,0,No
12/24/2006,64,70,18.4,4.3,8.6,0,No
12/25/2006,15,50,18.1,5.4,5,0,No
12/26/2006,29,77,17.7,4.2,7.6,0,No
12/27/2006,10,77,17.7,4.6,7.8,0,No
12/28/2006,11,67,17.5,4.3,10.8,0,No
12/29/2006,43,71,15.2,3.3,16.8,0,No
12/30/2006,29,71,15.9,4.7,14.3,0,No
12/31/2006,38,76,17.4,4.3,20.5,0,No
1/1/2007,64,80,18.5,4.4,14.2,0,No
1/2/2007,86,82,18.8,2.8,16.7,Trace,No
1/3/2007,92,92,18.6,1.7,11.6,8.5,No
1/4/2007,79,77,17.4,3.2,7.3,0,No
1/5/2007,36,69,16.1,5.5,9.1,0,No
1/6/2007,43,58,14.3,4.6,14.9,0,No
1/7/2007,22,55,13.5,5.1,12.2,0,No
1/8/2007,26,52,13.6,5.2,8.8,0,No
1/9/2007,23,52,14.3,5.5,6.3,0,No
1/10/2007,86,61,16.1,3.7,12.1,Trace,No
1/11/2007,87,77,17.2,1.7,16.4,0,No
1/12/2007,86,81,17.9,2.5,7.3,0,No
1/13/2007,53,77,17.2,4.8,10.2,0,No
1/14/2007,81,79,17.2,3.9,13.6,0,No
1/15/2007,87,78,18.3,4.9,15,Trace,No
1/16/2007,81,76,20.4,5.8,11.9,0.4,No
1/17/2007,97,95,17.4,6.2,6.8,20,No
1/18/2007,88,80,15.9,4.3,8.8,0.2,No
1/19/2007,88,78,16.8,3.7,8,Trace,No
1/20/2007,90,86,16.9,2.5,14.5,0.5,No
1/21/2007,94,87,16.7,2,11.5,0,No
1/22/2007,88,85,16.6,1.9,14.1,Trace,No
1/23/2007,70,80,16.7,4.7,10.2,0,No
1/24/2007,69,70,14.1,4.7,7.9,0,No
1/25/2007,72,71,15.2,3,9.2,0,No
1/26/2007,6,66,15.1,6.7,8.3,0,No
1/27/2007,11,61,14.7,7.8,8,0,No
1/28/2007,6,41,15,5.2,12.4,0,No
1/29/2007,1,51,14,6.3,7.9,0,No
1/30/2007,9,65,15.7,7.6,3.8,0,No
1/31/2007,10,56,16.7,5.8,8,0,No
2/1/2007,18,41,17.3,5.4,10.9,0,No
2/2/2007,30,48,16,6.8,8.7,0,No
2/3/2007,23,71,15.4,5.4,11.3,0,No
2/4/2007,34,64,16.6,6,10.1,0,No
2/5/2007,9,73,18.1,6.3,10.8,0,No
2/6/2007,18,74,19.6,7,7.5,0,No
2/7/2007,47,70,20.7,6.1,9.9,Trace,No
2/8/2007,65,66,21.7,5.4,9.5,Trace,No
2/9/2007,55,81,22.2,5.3,2.7,0,No
2/10/2007,83,86,20.7,2.8,4.8,0,No
2/11/2007,88,82,19.3,1.9,14.8,Trace,No
2/12/2007,86,80,19.3,3.4,13.7,0,No
2/13/2007,79,90,20.7,3.9,11.8,Trace,No
2/14/2007,85,83,21.7,4.2,5,0,No
2/15/2007,88,88,18.9,4.2,19.5,0.6,No
2/16/2007,88,93,19.6,3.2,13.3,Trace,No
2/17/2007,83,90,22,3.2,5.3,Trace,No
2/18/2007,74,84,23.1,4,1.9,Trace,No
2/19/2007,82,92,20.1,3.3,12.5,Trace,No
2/20/2007,89,91,19.1,2.3,17.4,1,No
2/21/2007,90,87,19.8,2.7,15.8,0.2,No
2/22/2007,94,92,18.5,1.3,12.4,4,No
2/23/2007,65,81,19.7,3.6,15.4,0,No
2/24/2007,86,83,18.6,1.8,20.2,0.1,No
2/25/2007,78,80,20.4,6.5,8.1,1,No
2/26/2007,88,78,19,2.9,17.7,Trace,No
2/27/2007,66,76,18.8,4.7,17.4,Trace,No
2/28/2007,87,81,19.4,2.3,19.2,Trace,No
3/1/2007,82,83,19.3,2.5,17.7,Trace,No
3/2/2007,71,81,21.2,5.9,14.4,0,No
3/3/2007,51,83,22.1,5.4,14,0,No
3/4/2007,83,87,22.3,5,5.7,0.1,No
3/5/2007,64,80,21.4,7.7,8.9,3.4,No
3/6/2007,89,82,15,5.3,15.4,8.1,No
3/7/2007,94,83,12.8,3.4,12.4,1,No
3/8/2007,89,88,14.6,2.6,12.6,0.1,No
3/9/2007,100,90,16.1,2.6,15.6,Trace,No
3/10/2007,94,91,18.9,4,12.8,Trace,No
3/11/2007,99,91,18.1,2.8,16.5,0.1,No
3/12/2007,95,88,17.3,1.6,21.6,Trace,No
3/13/2007,89,89,19.4,4.1,12.1,Trace,No
3/14/2007,89,92,20.6,3.2,11.3,Trace,No
3/15/2007,84,89,22.5,5,10.5,0,No
3/16/2007,83,87,23.9,4.6,7.1,0.2,No
3/17/2007,91,90,19.1,5.5,20.3,0.6,No
3/18/2007,88,81,18.4,2.9,18.2,Trace,No
3/19/2007,72,82,18,7.3,9.8,7.1,No
3/20/2007,79,67,16.9,5.4,8.9,0,No
3/21/2007,85,75,18.5,4.5,14.8,0,No
3/22/2007,83,80,19.7,3.6,13.6,Trace,No
3/23/2007,88,83,20.6,3.6,17.7,Trace,No
3/24/2007,88,89,22.1,4.1,6.5,1,No
3/25/2007,81,86,23.8,4.2,4.8,Trace,No
3/26/2007,92,93,23,3.8,9.8,2,No
3/27/2007,89,87,24.9,4.4,9.8,3.9,No
3/28/2007,87,79,22.2,3.9,17.1,Trace,No
3/29/2007,74,82,24.1,5.1,8.6,Trace,No
3/30/2007,84,84,25.1,4.6,6,0,No
3/31/2007,77,78,25.6,2.7,4.9,Trace,No
4/1/2007,82,79,25.9,2.9,5,0,No
4/2/2007,88,89,23.2,8.8,7,24.2,No
4/3/2007,88,80,15.5,4,13.3,1.6,No
4/4/2007,93,88,14,2.8,14,8.9,No
4/5/2007,88,84,16,2.4,10.6,Trace,No
4/6/2007,91,84,18.3,4.1,3,1.7,No
4/7/2007,91,86,18.4,4,9.2,0.6,No
4/8/2007,89,82,19,4,5.1,0.3,No
4/9/2007,78,68,20.4,5.3,15.7,Trace,No
4/10/2007,91,85,18.5,3,10.6,6.6,No
4/11/2007,53,73,20.3,6,11.8,0,No
4/12/2007,27,65,20.8,6.1,15,0,No
4/13/2007,77,71,22.3,7.5,4,0,No
4/14/2007,82,72,23.1,4.7,4,Trace,No
4/15/2007,69,77,24.6,6,5.8,0,No
4/16/2007,83,80,25.8,5.8,7.3,0,No
4/17/2007,88,83,25.1,6.5,7.7,6.6,No
4/18/2007,35,53,22.1,10.9,11.2,0,No
4/19/2007,51,75,21.8,5.4,14.5,0,No
4/20/2007,79,84,23,5.7,13.3,0,No
4/21/2007,86,89,24.2,2.5,11.5,Trace,No
4/22/2007,86,85,26,3.9,7.2,Trace,No
4/23/2007,88,83,25.2,3.9,8.9,7.8,No
4/24/2007,89,93,23.3,5.4,7.8,64.4,No
4/25/2007,86,86,20.9,2.1,6.8,0.6,No
4/26/2007,43,72,22.9,6.2,17.8,0,No
4/27/2007,32,71,24,6.7,15.7,0,No
4/28/2007,75,79,23.3,4.3,18.9,Trace,No
4/29/2007,87,85,22.5,1.5,19.2,0.4,No
4/30/2007,88,87,23.3,3.5,9.2,1.8,No
5/1/2007,75,76,25.6,7.2,6,0,No
5/2/2007,78,80,25.3,7.2,8.2,0,No
5/3/2007,78,71,24.6,5.7,8,Trace,No
5/4/2007,88,91,24,2.3,6.3,6.9,No
5/5/2007,89,88,24.3,2.9,9.3,2.3,No
5/6/2007,80,63,25.9,5.9,3,0,No
5/7/2007,15,61,26.5,9.3,8.6,0,No
5/8/2007,37,75,25.7,7.2,13.3,0,No
5/9/2007,83,76,25.7,6.1,17.3,0,No
5/10/2007,80,72,26.1,4.9,17.4,0,No
5/11/2007,74,75,25.6,5.4,18.4,0,No
5/12/2007,65,77,26.5,6.2,12.5,0,No
5/13/2007,65,77,26.3,5.6,12.6,0,No
5/14/2007,58,76,26.2,6.7,15,0,No
5/15/2007,61,78,26.7,7,9.3,0,No
5/16/2007,60,78,27.4,5.4,9,0.1,No
5/17/2007,85,69,28,7.1,8.8,Trace,No
5/18/2007,77,80,27.7,8.3,16,13.8,No
5/19/2007,90,87,24.9,6.3,12.2,47.2,No
5/20/2007,92,95,22.4,1.7,16.3,81.6,No
5/21/2007,89,95,23.4,1.5,16.8,29.7,No
5/22/2007,89,97,24.5,1.5,11.3,37.3,No
5/23/2007,86,86,27.8,6.2,7.7,0.6,No
5/24/2007,80,81,28.9,3.7,5.2,0,No
5/25/2007,63,77,29.5,3.7,8.4,0,No
5/26/2007,80,79,29.5,4.4,4.8,0,No
5/27/2007,88,88,26.5,7.5,4.7,53,No
5/28/2007,77,88,26.8,4,5,10.9,No
5/29/2007,58,79,28.7,6.5,5.8,0,No
5/30/2007,59,79,29.1,5.2,10.3,0,No
5/31/2007,70,81,28.5,5.8,3.7,4.9,No
6/1/2007,68,78,29.6,6.8,9.5,4,No
6/2/2007,81,80,29.5,6.4,10.8,9.2,No
6/3/2007,66,77,29.9,3.4,12.2,0.1,No
6/4/2007,58,78,29.9,6,12.3,0.1,No
6/5/2007,81,77,29.7,4.5,15.4,Trace,No
6/6/2007,85,81,29.5,4,12.6,1.3,No
6/7/2007,89,85,28.8,4.7,13.4,41.3,No
6/8/2007,90,84,28.7,4.1,13.2,14.1,No
6/9/2007,88,83,29.1,3.2,11.3,5.4,No
6/10/2007,94,91,25.7,6.2,11.5,95.5,No
6/11/2007,87,85,27.9,5,8,Trace,No
6/12/2007,87,86,27.8,2.2,9.4,6.8,No
6/13/2007,88,84,28.1,5.3,12.1,35.3,No
6/14/2007,88,90,25.8,4.1,7.7,29.6,No
6/15/2007,86,90,26.3,4.3,4.9,13.1,No
6/16/2007,86,81,28.1,6.5,3.3,Trace,No
6/17/2007,87,85,27.6,2.8,7.5,0.5,No
6/18/2007,74,84,28.1,5.5,13.5,0,No
6/19/2007,66,80,29.2,5.9,12.1,0,No
6/20/2007,45,79,29.6,6,12.2,0,No
6/21/2007,51,80,29.1,4.9,9.9,5.6,No
6/22/2007,49,76,29.9,5.9,6.3,0,No
6/23/2007,64,74,29.8,5.1,7.5,0,No
6/24/2007,68,75,30.2,4.8,13,0,No
6/25/2007,80,79,29.6,4.4,10.2,3.2,No
6/26/2007,73,82,29.2,7.8,6.5,15.3,No
6/27/2007,84,90,27.7,2.7,6.5,34.9,No
6/28/2007,91,94,26.4,2.9,6.8,53.2,No
6/29/2007,88,90,26.6,5.2,5.3,62.3,No
6/30/2007,87,92,25.9,5,8.3,59.3,No
7/1/2007,84,90,27.2,4.5,9.4,3,No
7/2/2007,86,88,27.7,7.7,11.6,15.5,No
7/3/2007,82,86,28.4,6.3,14.2,0.3,No
7/4/2007,77,86,28.3,4.8,11.8,19.3,No
7/5/2007,82,85,28.3,5,8.3,17.8,No
7/6/2007,69,82,29,5.6,6.5,5.5,No
7/7/2007,59,77,29.9,6.2,7.5,Trace,No
7/8/2007,48,75,29.8,5.8,5.3,0.3,No
7/9/2007,49,73,29.9,6.1,9.3,2.7,No
7/10/2007,53,74,29.7,4.6,14.7,0.4,No
7/11/2007,45,74,29.9,4.8,13.3,0,No
7/12/2007,50,74,29.9,5,11.4,0,No
7/13/2007,70,76,29.9,3.8,14.1,0,No
7/14/2007,67,74,30.6,6,11.3,0,No
7/15/2007,66,77,30.6,5.8,9,0.6,No
7/16/2007,78,78,30.1,4.8,7,0.8,No
7/17/2007,75,76,30.2,4.6,7.4,1.6,No
7/18/2007,84,77,29.9,4.3,9.1,3.7,No
7/19/2007,70,76,29.8,4.2,13.5,5.4,No
7/20/2007,63,76,29.6,4.3,14.2,0,No
7/21/2007,36,75,29.7,4.3,15.5,0,No
7/22/2007,38,75,30,5,14.3,0,No
7/23/2007,31,75,29.8,5.1,15,0,No
7/24/2007,53,74,29.9,5.8,10.7,0,No
7/25/2007,33,71,29.9,5.9,9.5,0,No
7/26/2007,35,71,29.7,6.4,6.9,0,No
7/27/2007,47,73,30.2,6.9,8.8,Trace,No
7/28/2007,47,75,30.7,6.1,11.8,Trace,No
7/29/2007,47,74,30.4,6.6,8.3,Trace,No
7/30/2007,59,74,30.1,4.8,7.2,Trace,No
7/31/2007,45,74,29.8,6.1,5.6,Trace,No
8/1/2007,46,72,29.9,5.1,11.1,0,No
8/2/2007,26,71,30.2,5.1,10.8,0,No
8/3/2007,25,71,30.8,6.9,9.6,0,No
8/4/2007,52,76,30.8,6.2,13.4,0,No
8/5/2007,73,81,29.3,5.3,12.3,7.7,Yes
8/6/2007,88,92,26.7,4.4,10.3,100.4,Yes
8/7/2007,73,87,28.3,6.8,10.9,17.4,Yes
8/8/2007,77,80,28.5,6.4,10.4,17.9,Yes
8/9/2007,88,93,26.7,3.5,15.9,33.6,Yes
8/10/2007,91,91,25.7,1.9,11.3,57.8,Yes
8/11/2007,93,91,26,1.7,13,39.9,Yes
8/12/2007,95,91,26.8,0.9,11.6,5.3,No
8/13/2007,88,87,28.1,4,9.5,Trace,No
8/14/2007,90,89,26.4,3.4,11.6,14.7,No
8/15/2007,88,86,26.7,3,7.6,10.9,No
8/16/2007,86,92,25.5,2.1,7.3,60.7,No
8/17/2007,69,85,27.1,5.9,14,27.9,No
8/18/2007,66,76,28.6,7.6,15.1,1.2,No
8/19/2007,68,78,28.9,7.3,13.6,0,No
8/20/2007,91,83,28.5,2,19.4,Trace,No
8/21/2007,88,80,28.6,1.5,16,Trace,No
8/22/2007,88,85,27.8,2.8,11.1,15.1,Yes
8/23/2007,84,82,28.4,2.2,5.8,Trace,Yes
8/24/2007,80,86,28,6.3,8.2,15.3,Yes
8/25/2007,86,86,27.7,5.7,6.2,10.3,Yes
8/26/2007,76,83,27.6,5.8,8.6,Trace,Yes
8/27/2007,84,89,27.6,4.4,14.7,25,No
8/28/2007,80,87,27.9,5.5,14.9,25.9,No
8/29/2007,70,85,28.3,6.2,13,1.3,No
8/30/2007,55,80,28.5,3.9,5.1,0.1,No
8/31/2007,31,75,28.9,6.2,4.5,0,No
9/1/2007,60,72,29.1,4.4,3.8,0,No
9/2/2007,84,83,27.4,4.3,7.1,3.7,No
9/3/2007,78,79,28.3,4.1,5,Trace,No
9/4/2007,84,82,27.7,4.2,6.3,2.3,No
9/5/2007,88,78,26.8,3.4,4.9,1.5,No
9/6/2007,87,69,26.7,3.4,6.6,0,No
9/7/2007,85,78,26.8,2.9,8.2,0.1,No
9/8/2007,83,79,27.4,3.9,14.8,Trace,No
9/9/2007,87,81,27.4,3.4,18.1,Trace,No
9/10/2007,84,80,27.5,2.4,20.5,Trace,No
9/11/2007,59,78,27.8,5.3,16.3,10.7,No
9/12/2007,54,76,27.2,5.7,16.9,Trace,No
9/13/2007,23,69,27.8,5.1,16.3,0,No
9/14/2007,52,70,28.4,5.2,6.3,0,No
9/15/2007,40,70,29.4,5.8,5.1,0,No
9/16/2007,76,80,28.5,3.6,8,6,No
9/17/2007,82,78,28,4,6.4,0.5,No
9/18/2007,35,51,28.9,5.5,11,0,No
9/19/2007,38,54,28.2,5.2,10.8,0,No
9/20/2007,74,58,27.8,5,12.3,0.1,No
9/21/2007,81,69,27.9,9,7.6,1.7,No
9/22/2007,73,62,28.7,6.6,12.7,0,No
9/23/2007,89,81,25.8,4,17.8,12.5,No
9/24/2007,90,94,25.4,1.8,20.8,60.1,No
9/25/2007,86,87,26.8,2.9,20.1,2.1,No
9/26/2007,65,79,27.3,4.6,17,1,No
9/27/2007,38,78,27.6,5.2,13.5,0,No
9/28/2007,51,78,27.9,5.8,12.7,0,No
9/29/2007,65,76,28.5,5.6,12.8,Trace,No
9/30/2007,79,74,29,5.3,14.3,0,No
10/1/2007,88,74,28.6,3.1,22.3,Trace,No
10/2/2007,88,85,26.8,3.5,32.8,17.6,No
10/3/2007,88,88,26.2,3.3,24.8,22.2,No
10/4/2007,78,75,27.4,4.6,15,0,No
10/5/2007,60,75,27.9,4.5,8.3,0,No
10/6/2007,22,68,29.1,4.8,14.2,0,No
10/7/2007,63,62,29.4,3.6,13.2,0,No
10/8/2007,84,69,28.9,4.7,8.7,0,No
10/9/2007,64,62,25.8,6.1,14.2,Trace,No
10/10/2007,84,70,25.6,4.3,13.4,2.1,No
10/11/2007,84,77,25.9,4.1,14.7,Trace,No
10/12/2007,88,79,25.9,3.3,16.7,0.2,No
10/13/2007,88,73,25.8,5.4,18.8,1.4,No
10/14/2007,88,78,25.4,3,13.8,0.2,No
10/15/2007,84,67,24.7,4.4,11.5,0,No
10/16/2007,73,62,24.3,5.2,10.5,0,No
10/17/2007,80,64,23.8,5.2,9.1,Trace,No
10/18/2007,65,72,24.1,4.8,11.5,Trace,No
10/19/2007,20,56,24.5,6.1,10.4,Trace,No
10/20/2007,18,60,24,5.1,14,0,No
10/21/2007,31,68,23.7,4.2,17.4,0,No
10/22/2007,42,71,24.1,5.2,13.1,0,No
10/23/2007,56,74,24.5,5.3,14.4,0,No
10/24/2007,35,71,25.3,6.4,17.7,Trace,No
10/25/2007,38,75,25.7,5.5,14.6,0,No
10/26/2007,23,71,25.7,6.8,10.5,0,No
10/27/2007,53,76,24.9,4,14.2,0,No
10/28/2007,77,76,24.6,3.8,11.5,0,No
10/29/2007,66,72,24.7,4.6,17.5,0,No
10/30/2007,89,82,23.3,4.8,11.8,6.3,No
10/31/2007,89,84,22.8,3.2,9.2,1.7,No
11/1/2007,93,84,20.1,3.9,11.3,2.1,No
11/2/2007,89,74,19,6.2,11.2,1.6,No
11/3/2007,75,62,21,5.8,8.2,Trace,No
11/4/2007,21,64,21.6,6.3,12.7,0.2,No
11/5/2007,54,53,21.8,6.3,10.7,0,No
11/6/2007,51,54,23.2,6.9,11.9,0,No
11/7/2007,86,56,22.7,3.4,13.3,Trace,No
11/8/2007,88,70,21.4,3.9,11.3,Trace,No
11/9/2007,45,64,23,5.6,9.9,0,No
11/10/2007,26,72,22.2,5.3,15.1,0,No
11/11/2007,51,71,21.6,4.4,19,0,No
11/12/2007,32,70,21,3.7,20.8,0,No
11/13/2007,27,70,21.1,5,17.9,0,No
11/14/2007,33,74,21.5,4.7,15.7,0,No
11/15/2007,47,73,21.9,5.5,13.5,0,No
11/16/2007,32,72,22.6,4.5,15.4,0,No
11/17/2007,56,75,22.7,4.2,16.7,0,No
11/18/2007,70,72,22.1,3.7,10.2,0,No
11/19/2007,72,67,20.5,4,8.1,Trace,No
11/20/2007,28,67,19.4,6,9.6,0,No
11/21/2007,53,66,20.8,5.6,12.1,Trace,No
11/22/2007,81,71,20.7,4.4,14.8,0,No
11/23/2007,71,69,20.6,4.8,12.6,0,No
11/24/2007,72,66,21,5.1,12.3,0,No
11/25/2007,84,65,21.7,4.7,6.8,0,No
11/26/2007,86,55,22.1,4.5,12.4,0,No
11/27/2007,48,38,19.4,5.9,14.5,0,No
11/28/2007,13,31,16.4,5.8,12.8,0,No
11/29/2007,13,39,16.8,6.1,5.6,0,No
11/30/2007,21,56,17.1,5.2,12.7,0,No
12/1/2007,50,73,18.4,5.2,15.2,0,No
12/2/2007,45,69,20.4,5.7,10.8,0,No
12/3/2007,20,61,20,5.3,8.6,0,No
12/4/2007,51,68,18.6,4.6,15.1,0,No
12/5/2007,85,67,18.7,3.1,14.6,0,No
12/6/2007,82,67,19.4,3.8,6.1,0,No
12/7/2007,52,64,19.2,4.9,7.7,0,No
12/8/2007,55,72,18.4,4,17.3,0,No
12/9/2007,81,74,19.1,4.4,14.2,0,No
12/10/2007,45,78,19.7,3.4,13.8,0,No
12/11/2007,45,70,21.1,5.5,8.2,0,No
12/12/2007,43,73,21.6,4.5,8.8,0,No
12/13/2007,31,74,21.4,4.9,6.8,Trace,No
12/14/2007,53,76,19.5,3.1,15.8,Trace,No
12/15/2007,43,78,19.3,4.1,17,0,No
12/16/2007,77,78,19.4,2.5,19.9,0,No
12/17/2007,73,70,21.2,5.8,7.9,Trace,No
12/18/2007,64,77,21,3.6,9.5,0,No
12/19/2007,88,82,19.6,1,5.6,Trace,No
12/20/2007,72,79,19.9,3.2,16.8,0,No
12/21/2007,56,80,21.2,4,14.2,0,No
12/22/2007,73,84,21.7,3.6,8,Trace,No
12/23/2007,92,88,20.1,2.2,14.3,1.1,No
12/24/2007,79,84,17.8,3.9,8.4,14.6,No
12/25/2007,73,72,17.3,3.4,8,0,No
12/26/2007,38,73,17.7,4.2,13.8,Trace,No
12/27/2007,18,74,18.2,4.1,12.2,0,No
12/28/2007,23,77,19.2,5.3,9.9,0,No
12/29/2007,57,66,18.1,5.1,9.8,0,No
12/30/2007,68,54,15.9,4.5,12.8,0,No
12/31/2007,23,41,14,4.7,12.6,0,No
1/1/2008,8,33,12.9,5.5,11.4,0,No
1/2/2008,11,42,12.9,5.8,9.4,0,No
1/3/2008,13,57,14.5,6.3,8.8,0,No
1/4/2008,17,73,15.7,4.8,11.1,0,No
1/5/2008,23,62,17,6.6,5.5,0,No
1/6/2008,31,76,17.8,4.8,12.9,0,No
1/7/2008,59,67,20.2,6.7,5.2,0,No
1/8/2008,79,72,20.8,4.1,11.3,Trace,No
1/9/2008,71,77,21.4,5.2,11.9,0,No
1/10/2008,89,85,20.8,1.6,13.8,Trace,No
1/11/2008,85,92,21.4,3.2,10.2,Trace,No
1/12/2008,42,78,22,6.2,5.1,0,No
1/13/2008,88,78,18.7,5.9,11.6,Trace,No
1/14/2008,84,66,15.3,3.7,11.2,Trace,No
1/15/2008,87,70,14.7,4,10.2,0.7,No
1/16/2008,81,62,14.2,4.8,13,Trace,No
1/17/2008,87,69,12.7,2.6,11.6,Trace,No
1/18/2008,83,78,14.7,3.8,17.6,Trace,No
1/19/2008,85,84,16.6,3.1,19.1,Trace,No
1/20/2008,40,83,18.4,6.1,10.3,Trace,No
1/21/2008,46,76,17.4,4.5,11,0,No
1/22/2008,69,74,17.1,3.9,7.4,Trace,No
1/23/2008,86,62,17.1,3.9,6.4,Trace,No
1/24/2008,90,77,14,5.8,11.7,0.5,No
1/25/2008,88,95,12.7,1.9,13.9,19.2,No
1/26/2008,88,89,13.6,3,12.8,Trace,No
1/27/2008,88,84,11.7,1.9,9.8,0,No
1/28/2008,93,87,13.8,5.1,7.5,Trace,No
1/29/2008,97,90,12.7,3.4,10.1,0.6,No
1/30/2008,95,96,11.9,4.9,11.2,10.4,No
1/31/2008,92,90,9.8,2.2,10.2,1.9,No
2/1/2008,91,85,11.2,1.9,12,0,No
2/2/2008,88,93,9.3,2.8,11.7,12.3,No
2/3/2008,78,70,11,6.4,7.7,0.3,No
2/4/2008,88,79,12.1,2.9,10.7,Trace,No
2/5/2008,89,87,12.6,1.9,12.3,1.6,No
2/6/2008,86,73,11.3,3.9,9.1,0.3,No
2/7/2008,88,80,9.9,3,7.5,0.5,No
2/8/2008,88,66,11.7,4.5,8,0,No
2/9/2008,45,55,11.3,6.9,8.2,0,No
2/10/2008,86,62,11.8,2.9,10.1,0,No
2/11/2008,88,67,11,4.1,10.1,Trace,No
2/12/2008,69,48,11,7.1,10.1,Trace,No
2/13/2008,84,54,11.6,4.5,10.2,Trace,No
2/14/2008,88,56,12.5,3.6,9.3,Trace,No
2/15/2008,62,59,12.6,5.5,9.8,0.3,No
2/16/2008,73,64,13.5,6.1,16.5,Trace,No
2/17/2008,81,74,15.1,6.4,16.6,0.4,No
2/18/2008,74,75,15.6,5.4,15.6,0,No
2/19/2008,53,78,14.9,5.7,10.7,Trace,No
2/20/2008,8,71,15.7,8.2,7.7,0,No
2/21/2008,24,71,16.6,8.5,15.2,0,No
2/22/2008,87,83,17.4,3.3,8,3.8,No
